33;EPSG:4030;Unknown datum based upon the WGS 84 ellipsoid;+proj=longlat +ellps=WGS84 +no_defs
34;EPSG:4031;Unknown datum based upon the GEM 10C ellipsoid;+proj=longlat +ellps=WGS84 +no_defs
35;EPSG:4032;Unknown datum based upon the OSU86F ellipsoid;+proj=longlat +a=6378136.2 +b=6356751.516927429 +no_defs
36;EPSG:4033;Unknown datum based upon the OSU91A ellipsoid;+proj=longlat +a=6378136.3 +b=6356751.616592146 +no_defs
37;EPSG:4034;Unknown datum based upon the Clarke 1880 ellipsoid;+proj=longlat +a=6378249.144808011 +b=6356514.966204134 +no_defs
38;EPSG:4035;Unknown datum based upon the Authalic Sphere;+proj=longlat +a=6371000 +b=6371000 +no_defs
39;EPSG:4036;Unknown datum based upon the GRS 1967 ellipsoid;+proj=longlat +ellps=GRS67 +no_defs
40;EPSG:4041;Unknown datum based upon the Average Terrestrial System 1977 ellipsoid;+proj=longlat +a=6378135 +b=6356750.304921594 +no_defs
41;EPSG:4042;Unknown datum based upon the Everest (1830 Definition) ellipsoid;+proj=longlat +a=6377299.36559538 +b=6356098.359005156 +no_defs
42;EPSG:4043;Unknown datum based upon the WGS 72 ellipsoid;+proj=longlat +ellps=WGS72 +no_defs
43;EPSG:4044;Unknown datum based upon the Everest 1830 (1962 Definition) ellipsoid;+proj=longlat +a=6377301.243 +b=6356100.230165384 +no_defs
44;EPSG:4045;Unknown datum based upon the Everest 1830 (1975 Definition) ellipsoid;+proj=longlat +a=6377299.151 +b=6356098.145120132 +no_defs
45;EPSG:4046;RGRDC 2005;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
46;EPSG:4047;Unspecified datum based upon the GRS 1980 Authalic Sphere;+proj=longlat +a=6371007 +b=6371007 +no_defs
47;EPSG:4052;Unspecified datum based upon the Clarke 1866 Authalic Sphere;+proj=longlat +a=6370997 +b=6370997 +no_defs
48;EPSG:4053;Unspecified datum based upon the International 1924 Authalic Sphere;+proj=longlat +a=6371228 +b=6371228 +no_defs
49;EPSG:4054;Unspecified datum based upon the Hughes 1980 ellipsoid;+proj=longlat +a=6378273 +b=6356889.449 +no_defs
50;EPSG:4055;Popular Visualisation CRS;+proj=longlat +a=6378137 +b=6378137 +towgs84=0,0,0,0,0,0,0 +no_defs
51;EPSG:4075;SREF98;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
52;EPSG:4081;REGCAN95;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
53;EPSG:4120;Greek;+proj=longlat +ellps=bessel +no_defs
54;EPSG:4121;GGRS87;+proj=longlat +ellps=GRS80 +towgs84=-199.87,74.79,246.62,0,0,0,0 +no_defs
55;EPSG:4122;ATS77;+proj=longlat +a=6378135 +b=6356750.304921594 +no_defs
56;EPSG:4123;KKJ;+proj=longlat +ellps=intl +towgs84=-96.062,-82.428,-121.753,4.801,0.345,-1.376,1.496 +no_defs
57;EPSG:4124;RT90;+proj=longlat +ellps=bessel +towgs84=414.1,41.3,603.1,-0.855,2.141,-7.023,0 +no_defs
58;EPSG:4125;Samboja;+proj=longlat +ellps=bessel +towgs84=-404.78,685.68,45.47,0,0,0,0 +no_defs
59;EPSG:4126;LKS94 (ETRS89);+proj=longlat +ellps=GRS80 +no_defs
60;EPSG:4127;Tete;+proj=longlat +ellps=clrk66 +towgs84=219.315,168.975,-166.145,0.198,5.926,-2.356,-57.104 +no_defs
61;EPSG:4128;Madzansua;+proj=longlat +ellps=clrk66 +no_defs
62;EPSG:4129;Observatario;+proj=longlat +ellps=clrk66 +no_defs
63;EPSG:4130;Moznet;+proj=longlat +ellps=WGS84 +towgs84=0,0,0,-0,-0,-0,0 +no_defs
64;EPSG:4131;Indian 1960;+proj=longlat +a=6377276.345 +b=6356075.41314024 +towgs84=198,881,317,0,0,0,0 +no_defs
65;EPSG:4132;FD58;+proj=longlat +ellps=clrk80 +towgs84=-239.1,-170.02,397.5,0,0,0,0 +no_defs
66;EPSG:4133;EST92;+proj=longlat +ellps=GRS80 +towgs84=0.055,-0.541,-0.185,0.0183,-0.0003,-0.007,-0.014 +no_defs
67;EPSG:4134;PSD93;+proj=longlat +ellps=clrk80 +towgs84=-180.624,-225.516,173.919,-0.81,-1.898,8.336,16.7101 +no_defs
68;EPSG:4135;Old Hawaiian;+proj=longlat +ellps=clrk66 +towgs84=61,-285,-181,0,0,0,0 +no_defs
69;EPSG:4136;St. Lawrence Island;+proj=longlat +ellps=clrk66 +no_defs
70;EPSG:4137;St. Paul Island;+proj=longlat +ellps=clrk66 +no_defs
71;EPSG:4138;St. George Island;+proj=longlat +ellps=clrk66 +no_defs
72;EPSG:4139;Puerto Rico;+proj=longlat +ellps=clrk66 +towgs84=11,72,-101,0,0,0,0 +no_defs
73;EPSG:4140;NAD83(CSRS98);+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
74;EPSG:4141;Israel;+proj=longlat +ellps=GRS80 +towgs84=-48,55,52,0,0,0,0 +no_defs
75;EPSG:4142;Locodjo 1965;+proj=longlat +ellps=clrk80 +towgs84=-125,53,467,0,0,0,0 +no_defs
76;EPSG:4143;Abidjan 1987;+proj=longlat +ellps=clrk80 +towgs84=-124.76,53,466.79,0,0,0,0 +no_defs
77;EPSG:4144;Kalianpur 1937;+proj=longlat +a=6377276.345 +b=6356075.41314024 +towgs84=282,726,254,0,0,0,0 +no_defs
78;EPSG:4145;Kalianpur 1962;+proj=longlat +a=6377301.243 +b=6356100.230165384 +towgs84=283,682,231,0,0,0,0 +no_defs
79;EPSG:4146;Kalianpur 1975;+proj=longlat +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +no_defs
80;EPSG:4147;Hanoi 1972;+proj=longlat +ellps=krass +towgs84=-17.51,-108.32,-62.39,0,0,0,0 +no_defs
81;EPSG:4148;Hartebeesthoek94;+proj=longlat +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +no_defs
82;EPSG:4149;CH1903;+proj=longlat +ellps=bessel +towgs84=674.4,15.1,405.3,0,0,0,0 +no_defs
83;EPSG:4150;CH1903+;+proj=longlat +ellps=bessel +towgs84=674.374,15.056,405.346,0,0,0,0 +no_defs
84;EPSG:4151;CHTRF95;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
85;EPSG:4152;NAD83(HARN);+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
86;EPSG:4153;Rassadiran;+proj=longlat +ellps=intl +towgs84=-133.63,-157.5,-158.62,0,0,0,0 +no_defs
87;EPSG:4154;ED50(ED77);+proj=longlat +ellps=intl +towgs84=-117,-132,-164,0,0,0,0 +no_defs
88;EPSG:4155;Dabola 1981;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-83,37,124,0,0,0,0 +no_defs
89;EPSG:4156;S-JTSK;+proj=longlat +ellps=bessel +towgs84=589,76,480,0,0,0,0 +no_defs
90;EPSG:4157;Mount Dillon;+proj=longlat +a=6378293.645208759 +b=6356617.987679838 +no_defs
91;EPSG:4158;Naparima 1955;+proj=longlat +ellps=intl +towgs84=-0.465,372.095,171.736,0,0,0,0 +no_defs
92;EPSG:4159;ELD79;+proj=longlat +ellps=intl +towgs84=-115.854,-99.0583,-152.462,0,0,0,0 +no_defs
93;EPSG:4160;Chos Malal 1914;+proj=longlat +ellps=intl +no_defs
94;EPSG:4161;Pampa del Castillo;+proj=longlat +ellps=intl +towgs84=27.5,14,186.4,0,0,0,0 +no_defs
95;EPSG:4162;Korean 1985;+proj=longlat +ellps=bessel +no_defs
96;EPSG:4163;Yemen NGN96;+proj=longlat +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +no_defs
97;EPSG:4164;South Yemen;+proj=longlat +ellps=krass +towgs84=-76,-138,67,0,0,0,0 +no_defs
98;EPSG:4165;Bissau;+proj=longlat +ellps=intl +towgs84=-173,253,27,0,0,0,0 +no_defs
99;EPSG:4166;Korean 1995;+proj=longlat +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +no_defs
100;EPSG:4167;NZGD2000;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
101;EPSG:4168;Accra;+proj=longlat +a=6378300 +b=6356751.689189189 +towgs84=-199,32,322,0,0,0,0 +no_defs
102;EPSG:4169;American Samoa 1962;+proj=longlat +ellps=clrk66 +towgs84=-115,118,426,0,0,0,0 +no_defs
103;EPSG:4170;SIRGAS 1995;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
104;EPSG:4171;RGF93;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
105;EPSG:4172;POSGAR;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
106;EPSG:4173;IRENET95;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
107;EPSG:4174;Sierra Leone 1924;+proj=longlat +a=6378300 +b=6356751.689189189 +no_defs
108;EPSG:4175;Sierra Leone 1968;+proj=longlat +ellps=clrk80 +towgs84=-88,4,101,0,0,0,0 +no_defs
109;EPSG:4176;Australian Antarctic;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
110;EPSG:4178;Pulkovo 1942(83);+proj=longlat +ellps=krass +towgs84=26,-121,-78,0,0,0,0 +no_defs
111;EPSG:4179;Pulkovo 1942(58);+proj=longlat +ellps=krass +towgs84=33.4,-146.6,-76.3,-0.359,-0.053,0.844,-0.84 +no_defs
112;EPSG:4180;EST97;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
113;EPSG:4181;Luxembourg 1930;+proj=longlat +ellps=intl +towgs84=-193,13.7,-39.3,-0.41,-2.933,2.688,0.43 +no_defs
114;EPSG:4182;Azores Occidental 1939;+proj=longlat +ellps=intl +towgs84=-425,-169,81,0,0,0,0 +no_defs
115;EPSG:4183;Azores Central 1948;+proj=longlat +ellps=intl +towgs84=-104,167,-38,0,0,0,0 +no_defs
116;EPSG:4184;Azores Oriental 1940;+proj=longlat +ellps=intl +towgs84=-203,141,53,0,0,0,0 +no_defs
117;EPSG:4185;Madeira 1936;+proj=longlat +ellps=intl +no_defs
118;EPSG:4188;OSNI 1952;+proj=longlat +ellps=airy +towgs84=482.5,-130.6,564.6,-1.042,-0.214,-0.631,8.15 +no_defs
119;EPSG:4189;REGVEN;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
120;EPSG:4190;POSGAR 98;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
121;EPSG:4191;Albanian 1987;+proj=longlat +ellps=krass +no_defs
122;EPSG:4192;Douala 1948;+proj=longlat +ellps=intl +towgs84=-206.1,-174.7,-87.7,0,0,0,0 +no_defs
123;EPSG:4193;Manoca 1962;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-70.9,-151.8,-41.4,0,0,0,0 +no_defs
124;EPSG:4194;Qornoq 1927;+proj=longlat +ellps=intl +towgs84=163.511,127.533,-159.789,0,0,0.814,-0.6 +no_defs
125;EPSG:4195;Scoresbysund 1952;+proj=longlat +ellps=intl +towgs84=105,326,-102.5,0,0,0.814,-0.6 +no_defs
126;EPSG:4196;Ammassalik 1958;+proj=longlat +ellps=intl +towgs84=-45,417,-3.5,0,0,0.814,-0.6 +no_defs
127;EPSG:4197;Garoua;+proj=longlat +ellps=clrk80 +no_defs
128;EPSG:4198;Kousseri;+proj=longlat +ellps=clrk80 +no_defs
129;EPSG:4199;Egypt 1930;+proj=longlat +ellps=intl +no_defs
130;EPSG:4200;Pulkovo 1995;+proj=longlat +ellps=krass +towgs84=24.82,-131.21,-82.66,-0,-0,0.16,-0.12 +no_defs
131;EPSG:4201;Adindan;+proj=longlat +ellps=clrk80 +towgs84=-166,-15,204,0,0,0,0 +no_defs
132;EPSG:4202;AGD66;+proj=longlat +ellps=aust_SA +towgs84=-117.808,-51.536,137.784,0.303,0.446,0.234,-0.29 +no_defs
133;EPSG:4203;AGD84;+proj=longlat +ellps=aust_SA +towgs84=-134,-48,149,0,0,0,0 +no_defs
134;EPSG:4204;Ain el Abd;+proj=longlat +ellps=intl +towgs84=-143,-236,7,0,0,0,0 +no_defs
135;EPSG:4205;Afgooye;+proj=longlat +ellps=krass +towgs84=-43,-163,45,0,0,0,0 +no_defs
136;EPSG:4206;Agadez;+proj=longlat +a=6378249.2 +b=6356515 +no_defs
137;EPSG:4207;Lisbon;+proj=longlat +ellps=intl +towgs84=-304.046,-60.576,103.64,0,0,0,0 +no_defs
138;EPSG:4208;Aratu;+proj=longlat +ellps=intl +towgs84=-161,308,-142,0,0,0,0 +no_defs
139;EPSG:4209;Arc 1950;+proj=longlat +a=6378249.145 +b=6356514.966398753 +towgs84=-143,-90,-294,0,0,0,0 +no_defs
140;EPSG:4210;Arc 1960;+proj=longlat +ellps=clrk80 +towgs84=-160,-6,-302,0,0,0,0 +no_defs
141;EPSG:4211;Batavia;+proj=longlat +ellps=bessel +towgs84=-377,681,-50,0,0,0,0 +no_defs
142;EPSG:4212;Barbados 1938;+proj=longlat +ellps=clrk80 +towgs84=31.95,300.99,419.19,0,0,0,0 +no_defs
143;EPSG:4213;Beduaram;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-106,-87,188,0,0,0,0 +no_defs
144;EPSG:4214;Beijing 1954;+proj=longlat +ellps=krass +towgs84=15.8,-154.4,-82.3,0,0,0,0 +no_defs
145;EPSG:4215;Belge 1950;+proj=longlat +ellps=intl +no_defs
146;EPSG:4216;Bermuda 1957;+proj=longlat +ellps=clrk66 +towgs84=-73,213,296,0,0,0,0 +no_defs
147;EPSG:4218;Bogota 1975;+proj=longlat +ellps=intl +towgs84=307,304,-318,0,0,0,0 +no_defs
148;EPSG:4219;Bukit Rimpah;+proj=longlat +ellps=bessel +towgs84=-384,664,-48,0,0,0,0 +no_defs
149;EPSG:4220;Camacupa;+proj=longlat +ellps=clrk80 +towgs84=-50.9,-347.6,-231,0,0,0,0 +no_defs
150;EPSG:4221;Campo Inchauspe;+proj=longlat +ellps=intl +towgs84=-148,136,90,0,0,0,0 +no_defs
151;EPSG:4222;Cape;+proj=longlat +a=6378249.145 +b=6356514.966398753 +towgs84=-136,-108,-292,0,0,0,0 +no_defs
152;EPSG:4223;Carthage;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-263,6,431,0,0,0,0 +no_defs
153;EPSG:4224;Chua;+proj=longlat +ellps=intl +towgs84=-134,229,-29,0,0,0,0 +no_defs
154;EPSG:4225;Corrego Alegre 1970-72;+proj=longlat +ellps=intl +towgs84=-206,172,-6,0,0,0,0 +no_defs
155;EPSG:4226;Cote d'Ivoire;+proj=longlat +a=6378249.2 +b=6356515 +no_defs
156;EPSG:4227;Deir ez Zor;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-190.421,8.532,238.69,0,0,0,0 +no_defs
157;EPSG:4228;Douala;+proj=longlat +a=6378249.2 +b=6356515 +no_defs
158;EPSG:4229;Egypt 1907;+proj=longlat +ellps=helmert +towgs84=-130,110,-13,0,0,0,0 +no_defs
159;EPSG:4230;ED50;+proj=longlat +ellps=intl +towgs84=-87,-98,-121,0,0,0,0 +no_defs
160;EPSG:4231;ED87;+proj=longlat +ellps=intl +towgs84=-83.11,-97.38,-117.22,0.00569291,-0.0446976,0.0442851,0.1218 +no_defs
161;EPSG:4232;Fahud;+proj=longlat +ellps=clrk80 +towgs84=-346,-1,224,0,0,0,0 +no_defs
162;EPSG:4233;Gandajika 1970;+proj=longlat +ellps=intl +towgs84=-133,-321,50,0,0,0,0 +no_defs
163;EPSG:4234;Garoua;+proj=longlat +a=6378249.2 +b=6356515 +no_defs
164;EPSG:4235;Guyane Francaise;+proj=longlat +ellps=intl +no_defs
165;EPSG:4236;Hu Tzu Shan 1950;+proj=longlat +ellps=intl +towgs84=-637,-549,-203,0,0,0,0 +no_defs
166;EPSG:4237;HD72;+proj=longlat +ellps=GRS67 +towgs84=52.17,-71.82,-14.9,0,0,0,0 +no_defs
167;EPSG:4238;ID74;+proj=longlat +a=6378160 +b=6356774.50408554 +towgs84=-24,-15,5,0,0,0,0 +no_defs
168;EPSG:4239;Indian 1954;+proj=longlat +a=6377276.345 +b=6356075.41314024 +towgs84=217,823,299,0,0,0,0 +no_defs
169;EPSG:4240;Indian 1975;+proj=longlat +a=6377276.345 +b=6356075.41314024 +towgs84=210,814,289,0,0,0,0 +no_defs
170;EPSG:4241;Jamaica 1875;+proj=longlat +a=6378249.144808011 +b=6356514.966204134 +no_defs
171;EPSG:4242;JAD69;+proj=longlat +ellps=clrk66 +towgs84=70,207,389.5,0,0,0,0 +no_defs
172;EPSG:4243;Kalianpur 1880;+proj=longlat +a=6377299.36559538 +b=6356098.359005156 +no_defs
173;EPSG:4244;Kandawala;+proj=longlat +a=6377276.345 +b=6356075.41314024 +towgs84=-97,787,86,0,0,0,0 +no_defs
174;EPSG:4245;Kertau 1968;+proj=longlat +a=6377304.063 +b=6356103.038993155 +towgs84=-11,851,5,0,0,0,0 +no_defs
175;EPSG:4246;KOC;+proj=longlat +ellps=clrk80 +towgs84=-294.7,-200.1,525.5,0,0,0,0 +no_defs
176;EPSG:4247;La Canoa;+proj=longlat +ellps=intl +towgs84=-273.5,110.6,-357.9,0,0,0,0 +no_defs
177;EPSG:4248;PSAD56;+proj=longlat +ellps=intl +towgs84=-288,175,-376,0,0,0,0 +no_defs
178;EPSG:4249;Lake;+proj=longlat +ellps=intl +no_defs
179;EPSG:4250;Leigon;+proj=longlat +ellps=clrk80 +towgs84=-130,29,364,0,0,0,0 +no_defs
180;EPSG:4251;Liberia 1964;+proj=longlat +ellps=clrk80 +towgs84=-90,40,88,0,0,0,0 +no_defs
181;EPSG:4252;Lome;+proj=longlat +a=6378249.2 +b=6356515 +no_defs
182;EPSG:4253;Luzon 1911;+proj=longlat +ellps=clrk66 +towgs84=-133,-77,-51,0,0,0,0 +no_defs
183;EPSG:4254;Hito XVIII 1963;+proj=longlat +ellps=intl +towgs84=16,196,93,0,0,0,0 +no_defs
184;EPSG:4255;Herat North;+proj=longlat +ellps=intl +towgs84=-333,-222,114,0,0,0,0 +no_defs
185;EPSG:4256;Mahe 1971;+proj=longlat +ellps=clrk80 +towgs84=41,-220,-134,0,0,0,0 +no_defs
186;EPSG:4257;Makassar;+proj=longlat +ellps=bessel +towgs84=-587.8,519.75,145.76,0,0,0,0 +no_defs
187;EPSG:4258;ETRS89;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
188;EPSG:4259;Malongo 1987;+proj=longlat +ellps=intl +towgs84=-254.1,-5.36,-100.29,0,0,0,0 +no_defs
189;EPSG:4260;Manoca;+proj=longlat +ellps=clrk80 +towgs84=-70.9,-151.8,-41.4,0,0,0,0 +no_defs
190;EPSG:4261;Merchich;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=31,146,47,0,0,0,0 +no_defs
191;EPSG:4262;Massawa;+proj=longlat +ellps=bessel +towgs84=639,405,60,0,0,0,0 +no_defs
192;EPSG:4263;Minna;+proj=longlat +ellps=clrk80 +towgs84=-92,-93,122,0,0,0,0 +no_defs
193;EPSG:4264;Mhast;+proj=longlat +ellps=intl +towgs84=-252.95,-4.11,-96.38,0,0,0,0 +no_defs
194;EPSG:4265;Monte Mario;+proj=longlat +ellps=intl +towgs84=-104.1,-49.1,-9.9,0.971,-2.917,0.714,-11.68 +no_defs
195;EPSG:4266;M'poraloko;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-74,-130,42,0,0,0,0 +no_defs
196;EPSG:4267;NAD27;+proj=longlat +datum=NAD27 +no_defs
197;EPSG:4268;NAD27 Michigan;+proj=longlat +a=6378450.047548896 +b=6356826.621488444 +no_defs
198;EPSG:4269;NAD83;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
199;EPSG:4270;Nahrwan 1967;+proj=longlat +ellps=clrk80 +towgs84=-243,-192,477,0,0,0,0 +no_defs
200;EPSG:4271;Naparima 1972;+proj=longlat +ellps=intl +towgs84=-10,375,165,0,0,0,0 +no_defs
201;EPSG:4272;NZGD49;+proj=longlat +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +no_defs
202;EPSG:4273;NGO 1948;+proj=longlat +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +no_defs
203;EPSG:4274;Datum 73;+proj=longlat +ellps=intl +towgs84=-223.237,110.193,36.649,0,0,0,0 +no_defs
204;EPSG:4275;NTF;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +no_defs
205;EPSG:4276;NSWC 9Z-2;+proj=longlat +ellps=WGS66 +no_defs
206;EPSG:4277;OSGB 1936;+proj=longlat +ellps=airy +towgs84=446.448,-125.157,542.06,0.15,0.247,0.842,-20.489 +no_defs
207;EPSG:4278;OSGB70;+proj=longlat +ellps=airy +no_defs
208;EPSG:4279;OS(SN)80;+proj=longlat +ellps=airy +no_defs
209;EPSG:4280;Padang;+proj=longlat +ellps=bessel +no_defs
210;EPSG:4281;Palestine 1923;+proj=longlat +a=6378300.789 +b=6356566.435 +towgs84=-275.722,94.7824,340.894,-8.001,-4.42,-11.821,1 +no_defs
211;EPSG:4282;Pointe Noire;+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-148,51,-291,0,0,0,0 +no_defs
212;EPSG:4283;GDA94;+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs
213;EPSG:4284;Pulkovo 1942;+proj=longlat +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +no_defs
214;EPSG:4285;Qatar 1974;+proj=longlat +ellps=intl +towgs84=-128,-283,22,0,0,0,0 +no_defs
215;EPSG:4286;Qatar 1948;+proj=longlat +ellps=helmert +no_defs
216;EPSG:4287;Qornoq;+proj=longlat +ellps=intl +towgs84=164,138,-189,0,0,0,0 +no_defs
217;EPSG:4288;Loma Quintana;+proj=longlat +ellps=intl +no_defs
218;EPSG:4289;Amersfoort;+proj=longlat +ellps=bessel +towgs84=565.417,50.3319,465.552,-0.398957,0.343988,-1.8774,4.0725 +no_defs
219;EPSG:4291;SAD69;+proj=longlat +ellps=GRS67 +towgs84=-57,1,-41,0,0,0,0 +no_defs
220;EPSG:4292;Sapper Hill 1943;+proj=longlat +ellps=intl +towgs84=-355,21,72,0,0,0,0 +no_defs
221;EPSG:4293;Schwarzeck;+proj=longlat +ellps=bess_nam +towgs84=616,97,-251,0,0,0,0 +no_defs
222;EPSG:4294;Segora;+proj=longlat +ellps=bessel +towgs84=-403,684,41,0,0,0,0 +no_defs
223;EPSG:4295;Serindung;+proj=longlat +ellps=bessel +no_defs
224;EPSG:4296;Sudan;+proj=longlat +a=6378249.2 +b=6356515 +no_defs
225;EPSG:4297;Tananarive;+proj=longlat +ellps=intl +towgs84=-189,-242,-91,0,0,0,0 +no_defs
226;EPSG:4298;Timbalai 1948;+proj=longlat +ellps=evrstSS +towgs84=-533.4,669.2,-52.5,0,0,4.28,9.4 +no_defs
227;EPSG:4299;TM65;+proj=longlat +ellps=mod_airy +towgs84=482.5,-130.6,564.6,-1.042,-0.214,-0.631,8.15 +no_defs
228;EPSG:4300;TM75;+proj=longlat +ellps=mod_airy +towgs84=482.5,-130.6,564.6,-1.042,-0.214,-0.631,8.15 +no_defs
229;EPSG:4301;Tokyo;+proj=longlat +ellps=bessel +towgs84=-148,507,685,0,0,0,0 +no_defs
